age,months_with_company,avg_monthly_spend,num_service_tickets,contract_renewals,num_products,discount_rate,late_payments,region,plan_type,is_family_plan,has_auto_pay,payment_method,churn
26,76,46.42,1.0,2,3,0.168,0,West,Premium,No,Yes,Cash,0
61,62,,2.0,5,3,0.085,0,North,Standard,No,Yes,Card,0
64,91,55.09,1.0,3,5,0.499,1,West,Basic,No,No,UPI,0
42,42,47.01,2.0,4,4,0.428,0,South,Premium,No,Yes,UPI,0
75,102,34.93,4.0,0,5,0.035,0,North,Standard,No,Yes,UPI,0
57,51,65.06,3.0,2,4,0.283,0,South,Basic,No,Yes,Card,0
38,88,77.9,1.0,1,3,0.074,1,West,Standard,Yes,No,Card,0
18,12,65.47,0.0,0,3,0.358,2,West,Standard,No,Yes,UPI,0
59,12,104.78,1.0,5,4,0.242,0,East,Standard,No,Yes,UPI,0
30,94,88.6,1.0,3,5,0.055,0,South,Basic,No,Yes,UPI,0
64,100,53.85,1.0,2,2,0.279,0,East,Basic,No,Yes,Card,0
50,113,53.64,1.0,2,2,0.455,1,North,Basic,No,,UPI,0
46,39,,3.0,1,2,0.171,0,East,Standard,Yes,Yes,Card,0
28,3,,0.0,0,1,0.025,1,South,Basic,No,Yes,UPI,0
62,117,83.33,4.0,5,4,0.473,1,West,Standard,No,Yes,UPI,0
28,72,67.23,3.0,0,5,0.071,0,East,Standard,No,No,Card,0
43,30,65.13,1.0,2,4,0.238,0,South,Basic,Yes,No,Cash,0
69,91,73.74,2.0,0,1,0.272,0,East,Basic,Yes,Yes,UPI,0
75,108,94.46,1.0,5,2,0.119,1,South,Basic,Yes,Yes,Card,0
79,34,63.42,1.0,1,5,0.089,2,North,Premium,No,No,Card,0
77,92,57.74,3.0,2,1,0.057,1,North,Premium,Yes,No,UPI,0
52,94,90.17,3.0,4,4,0.035,0,South,Basic,No,Yes,NetBanking,0
30,60,79.35,1.0,3,3,0.254,1,North,Basic,Yes,Yes,Card,0
70,76,53.58,1.0,2,5,0.421,1,East,Standard,No,Yes,Card,0
67,33,60.1,1.0,3,3,0.063,0,East,Basic,No,Yes,UPI,0
79,111,63.91,0.0,2,3,0.35,0,South,Standard,No,Yes,Card,0
58,117,67.24,2.0,1,4,0.206,0,West,Basic,No,Yes,Card,0
26,117,32.87,8.0,3,5,0.018,0,West,Standard,No,No,Card,0
49,88,29.15,4.0,2,3,0.268,1,North,Basic,No,Yes,UPI,0
45,6,42.25,2.0,5,4,0.126,1,,Premium,No,Yes,Card,0
70,44,40.71,4.0,2,5,0.303,0,West,Basic,No,Yes,Card,1
42,53,47.12,1.0,4,3,0.175,0,North,Basic,Yes,Yes,Card,0
38,115,72.69,1.0,1,4,0.333,0,South,Premium,No,Yes,Card,0
22,66,56.62,1.0,3,2,0.459,0,West,Basic,No,No,Cash,0
69,64,63.93,0.0,3,2,0.122,0,West,Basic,Yes,Yes,Card,0
64,18,35.51,2.0,4,1,0.47,0,West,Basic,Yes,Yes,Card,0
20,95,50.77,1.0,2,4,0.102,0,West,Standard,No,Yes,NetBanking,0
44,41,71.75,0.0,4,2,0.035,0,North,,No,No,Cash,0
47,11,71.9,0.0,0,5,0.096,0,East,Standard,No,No,NetBanking,0
47,118,45.51,4.0,4,5,0.407,0,West,Basic,Yes,Yes,Card,0
74,23,63.23,3.0,4,5,0.339,0,North,Basic,No,No,UPI,1
27,2,103.98,0.0,2,2,0.485,1,North,Basic,No,Yes,UPI,0
36,10,59.65,2.0,0,4,0.355,0,North,Basic,No,Yes,UPI,0
29,54,46.14,,3,4,0.206,0,East,Basic,No,Yes,Card,0
33,13,56.52,0.0,4,3,0.446,0,East,Standard,Yes,No,Card,0
74,101,61.84,0.0,2,3,0.479,2,West,Standard,Yes,No,Card,1
76,61,56.98,2.0,0,3,0.396,0,,Standard,No,,UPI,1
20,39,59.37,0.0,2,2,0.278,0,East,,Yes,No,Card,0
57,1,31.13,1.0,5,3,0.413,0,North,Standard,Yes,Yes,UPI,0
32,58,40.75,1.0,1,5,0.09,1,West,Basic,Yes,No,UPI,0
29,19,57.01,3.0,3,2,0.45,0,East,Standard,No,Yes,NetBanking,0
36,117,56.69,1.0,2,1,0.5,0,East,Basic,Yes,No,NetBanking,0
30,35,48.68,2.0,4,1,0.333,1,South,Standard,No,Yes,UPI,0
48,57,56.46,0.0,2,3,0.098,0,,Standard,No,Yes,Card,0
79,3,61.22,3.0,2,2,0.072,1,North,Standard,No,Yes,NetBanking,0
54,16,77.79,0.0,3,3,0.48,1,West,Premium,No,Yes,Card,0
62,25,58.02,1.0,3,5,0.436,2,North,Basic,No,Yes,Card,0
48,7,67.98,0.0,2,1,0.374,1,West,,Yes,No,Card,0
18,87,49.17,2.0,1,1,0.475,0,South,Premium,Yes,No,UPI,0
23,113,71.44,3.0,0,2,0.252,0,East,Basic,Yes,Yes,Card,0
34,118,67.51,1.0,4,3,0.444,0,South,Basic,No,Yes,Card,0
33,32,77.32,1.0,2,4,0.081,0,North,Basic,No,Yes,Card,0
70,94,74.27,1.0,3,1,0.091,0,East,Basic,No,Yes,UPI,0
70,60,71.77,0.0,2,1,0.256,2,South,Standard,No,Yes,UPI,0
70,6,,4.0,5,1,0.166,0,South,Standard,No,,UPI,0
57,11,64.9,2.0,4,5,0.216,0,East,Standard,Yes,No,Card,0
52,66,81.27,1.0,2,1,0.399,0,South,Standard,No,Yes,NetBanking,0
58,51,46.96,2.0,1,4,0.027,2,East,Standard,No,No,Card,0
43,1,47.43,1.0,4,3,0.36,0,East,Standard,Yes,Yes,Card,0
59,111,63.63,1.0,0,1,0.044,0,North,Basic,No,,UPI,0
67,87,68.31,3.0,0,3,0.424,0,South,Standard,No,No,UPI,0
65,60,43.52,0.0,0,2,0.101,0,North,Basic,No,Yes,UPI,0
56,118,58.5,1.0,2,3,0.367,0,North,Basic,No,Yes,Card,0
21,116,58.12,3.0,2,1,0.296,0,North,Standard,Yes,No,NetBanking,0
62,116,15.69,1.0,1,4,0.193,0,,Standard,No,No,UPI,0
40,31,55.61,1.0,1,4,0.134,1,North,Premium,No,No,NetBanking,0
64,105,56.85,3.0,1,1,0.029,0,West,Standard,No,Yes,UPI,0
51,61,56.79,0.0,2,3,0.177,0,West,Basic,Yes,Yes,UPI,0
72,87,88.32,2.0,1,4,0.1,1,North,Basic,No,Yes,Card,0
38,103,35.68,0.0,3,1,0.068,1,East,Basic,No,Yes,UPI,0
75,20,43.51,0.0,2,4,0.369,1,North,Basic,No,Yes,UPI,0
70,54,7.76,3.0,5,3,0.106,1,North,Standard,No,Yes,NetBanking,0
38,16,50.38,2.0,5,2,0.112,1,West,Standard,No,No,NetBanking,0
47,34,52.09,1.0,3,3,0.17,0,South,Basic,No,Yes,UPI,0
50,50,49.8,2.0,3,4,0.231,1,North,Basic,No,No,NetBanking,0
65,102,82.15,2.0,0,4,0.257,0,West,Basic,No,Yes,NetBanking,0
60,103,77.21,0.0,3,4,0.332,0,,Standard,No,Yes,NetBanking,0
70,47,61.56,1.0,2,1,0.294,1,East,Basic,No,Yes,Card,0
40,40,52.59,2.0,1,4,0.241,0,East,Basic,Yes,No,Card,0
49,64,80.52,1.0,4,1,0.197,2,West,Basic,Yes,Yes,NetBanking,1
44,109,59.6,1.0,0,4,0.133,0,East,Basic,No,,UPI,0
74,117,43.63,3.0,1,2,0.355,0,South,Basic,Yes,No,UPI,0
36,27,25.68,1.0,4,1,0.159,0,West,Standard,No,Yes,Card,0
54,23,,1.0,5,4,0.425,0,East,Basic,No,Yes,Card,0
25,85,75.09,0.0,3,3,0.293,0,,Basic,No,No,Card,0
70,36,105.53,3.0,3,4,0.317,1,North,Basic,Yes,Yes,Card,0
41,24,,3.0,5,2,0.254,0,South,Basic,No,No,UPI,0
39,4,44.69,1.0,0,2,0.464,0,North,Premium,Yes,No,UPI,0
54,48,36.3,1.0,2,4,0.211,0,North,Standard,No,No,UPI,0
48,47,71.04,2.0,1,2,0.213,1,South,Standard,Yes,Yes,Card,0
70,68,24.71,0.0,2,5,0.447,1,West,Standard,No,Yes,Card,0
50,24,71.01,1.0,5,4,0.302,0,North,Basic,No,No,UPI,0
50,86,76.35,5.0,3,5,0.225,1,South,Basic,No,Yes,Card,0
24,81,68.73,1.0,5,1,0.131,0,West,Basic,No,Yes,NetBanking,0
19,56,55.61,0.0,3,3,0.123,1,South,Standard,No,No,Card,0
42,22,71.3,0.0,5,3,0.401,0,West,Standard,No,No,Card,0
79,61,63.42,1.0,1,5,0.14,0,East,Basic,Yes,Yes,UPI,1
74,81,44.44,2.0,1,3,0.003,0,East,Standard,Yes,No,UPI,0
56,45,97.01,3.0,1,5,0.01,1,North,Basic,No,Yes,Card,0
57,32,52.97,3.0,4,2,0.489,1,South,Basic,No,No,UPI,0
42,61,75.52,2.0,3,5,0.28,0,East,Basic,No,Yes,Card,0
29,43,11.63,4.0,1,3,0.245,0,North,Basic,No,Yes,Card,0
18,48,85.53,2.0,1,5,0.459,0,North,Basic,Yes,,Card,0
39,42,89.38,0.0,2,2,0.176,0,South,Premium,Yes,Yes,UPI,0
37,37,60.6,2.0,0,2,0.397,2,East,Basic,No,Yes,UPI,0
29,86,71.18,2.0,4,3,0.361,0,East,Basic,No,No,NetBanking,0
34,55,71.17,2.0,5,3,0.239,0,East,Basic,No,Yes,UPI,0
19,56,47.14,0.0,5,1,0.387,0,East,Basic,No,No,Card,0
55,78,70.94,0.0,1,4,0.483,0,North,Basic,Yes,Yes,UPI,0
75,43,43.83,0.0,2,3,0.1,0,West,Basic,Yes,Yes,UPI,0
60,13,47.82,1.0,3,1,0.009,0,West,Basic,No,Yes,UPI,1
45,102,82.54,1.0,2,3,0.411,0,South,Basic,No,No,Card,0
44,7,79.49,1.0,2,4,0.202,0,South,Basic,No,Yes,Card,0
37,69,45.87,2.0,1,1,0.272,0,South,Standard,No,Yes,UPI,0
26,32,45.33,5.0,0,5,0.111,0,West,Premium,No,Yes,UPI,0
55,26,47.09,1.0,2,4,0.421,0,South,Basic,No,No,NetBanking,0
53,5,74.65,5.0,0,2,0.361,0,South,Standard,Yes,No,UPI,1
18,108,40.0,1.0,0,4,0.477,0,West,Standard,No,No,UPI,0
43,52,,2.0,3,5,0.238,1,,Standard,Yes,No,Card,0
35,41,74.94,0.0,5,5,0.488,0,North,Standard,Yes,No,Card,0
28,89,58.24,1.0,3,4,0.255,0,East,Standard,No,No,Card,0
61,5,80.2,2.0,0,2,0.311,0,West,Premium,No,No,Card,1
50,68,53.91,2.0,5,1,0.337,0,South,Basic,Yes,Yes,Card,0
57,59,55.72,1.0,4,2,0.245,2,East,Standard,No,Yes,UPI,0
62,66,40.46,1.0,1,5,0.281,0,East,Standard,No,No,Card,0
78,15,80.34,0.0,1,2,0.112,1,East,Premium,Yes,No,Card,0
67,114,44.67,0.0,5,2,0.181,0,West,Standard,No,No,Card,0
56,29,67.0,0.0,2,5,0.351,1,East,Premium,Yes,Yes,UPI,0
72,81,58.57,1.0,0,2,0.019,0,East,Standard,No,No,Card,0
47,89,38.94,2.0,1,3,0.35,0,West,Standard,No,,NetBanking,0
79,41,47.82,1.0,1,2,0.152,0,North,Standard,No,Yes,NetBanking,0
65,16,87.66,0.0,2,2,0.136,1,North,Standard,No,Yes,NetBanking,0
58,36,64.03,0.0,2,3,0.347,0,,Standard,No,Yes,UPI,0
74,97,39.82,2.0,3,4,0.107,0,East,Standard,Yes,Yes,NetBanking,0
49,108,66.11,2.0,1,2,0.481,0,,Basic,No,No,Card,0
62,112,57.08,2.0,3,1,0.495,0,North,Premium,Yes,No,UPI,0
35,27,129.08,2.0,2,4,0.229,0,North,Standard,Yes,Yes,Card,0
77,73,65.7,2.0,5,3,0.201,0,North,Standard,No,Yes,Card,0
56,18,52.39,2.0,4,4,0.04,0,South,Basic,Yes,No,NetBanking,1
66,85,88.4,1.0,1,3,0.389,1,,Basic,No,No,UPI,0
46,50,23.18,1.0,0,4,0.081,1,North,Basic,No,No,Card,0
71,85,61.89,,3,4,0.467,0,East,Basic,No,Yes,Card,0
22,82,,5.0,2,4,0.495,2,,Standard,No,Yes,UPI,0
25,119,57.68,1.0,5,4,0.061,0,West,Premium,No,No,NetBanking,0
49,59,25.33,1.0,2,3,0.342,1,West,Standard,No,Yes,NetBanking,0
63,41,52.08,2.0,1,2,0.233,0,South,Basic,No,No,Card,0
68,63,89.09,0.0,2,3,0.271,0,East,Premium,No,Yes,Card,1
45,20,67.52,2.0,5,4,0.09,1,East,Premium,No,No,Card,0
58,14,43.22,1.0,0,3,0.362,0,North,Standard,No,Yes,UPI,0
52,62,46.3,2.0,5,3,0.083,1,West,Basic,No,Yes,UPI,0
77,99,48.81,1.0,1,2,0.443,1,East,Standard,No,Yes,UPI,0
58,64,67.22,1.0,5,1,0.227,1,East,Basic,No,Yes,UPI,0
43,94,86.76,1.0,3,3,0.317,0,North,Basic,No,Yes,Card,0
78,22,81.05,0.0,3,5,0.461,0,,Standard,No,Yes,Card,0
24,54,69.12,1.0,1,4,0.369,1,West,Standard,Yes,,Card,0
79,73,33.37,3.0,4,4,0.27,0,North,Basic,Yes,Yes,UPI,0
27,42,33.44,1.0,3,4,0.201,0,North,Premium,No,Yes,UPI,0
35,2,70.67,1.0,2,5,0.231,0,East,Premium,Yes,Yes,NetBanking,0
68,9,33.09,2.0,2,2,0.171,1,East,Standard,Yes,,Card,0
63,111,55.49,2.0,3,4,0.473,0,North,Basic,No,,NetBanking,0
78,73,66.08,1.0,2,1,0.126,1,North,Basic,No,No,Card,0
64,32,37.25,0.0,5,2,0.205,0,West,Standard,Yes,Yes,Card,0
57,31,39.51,1.0,0,1,0.389,0,West,Standard,No,Yes,Card,0
39,5,58.12,,1,3,0.182,0,South,Standard,No,,Card,0
18,113,70.07,0.0,5,1,0.443,1,West,Basic,No,No,Card,0
25,13,81.23,3.0,4,2,0.122,0,South,Basic,No,No,Card,0
36,91,72.14,1.0,2,1,0.016,1,,Basic,Yes,Yes,UPI,0
20,29,61.47,1.0,3,1,0.314,1,East,Standard,No,Yes,UPI,0
49,40,45.08,4.0,0,3,0.254,3,West,Standard,No,Yes,UPI,1
66,33,38.58,3.0,1,3,0.467,1,West,Basic,No,Yes,NetBanking,0
77,99,,1.0,5,3,0.212,0,,,Yes,No,UPI,0
48,4,,1.0,3,2,0.068,0,,Premium,No,Yes,Cash,0
72,42,66.73,0.0,0,3,0.165,0,West,Basic,No,Yes,Card,0
79,34,18.0,1.0,4,1,0.197,2,North,,No,,Cash,0
71,33,44.29,1.0,2,3,0.292,0,East,Standard,No,Yes,Card,0
46,23,84.09,0.0,3,5,0.137,0,South,Premium,No,Yes,UPI,0
38,109,61.58,2.0,5,1,0.275,0,North,Basic,No,Yes,UPI,0
78,46,31.66,0.0,5,1,0.454,1,East,Basic,Yes,No,Card,0
32,50,107.12,2.0,0,4,0.212,1,South,Standard,Yes,Yes,Card,0
43,46,59.42,1.0,2,3,0.326,0,West,Basic,Yes,Yes,Card,0
22,117,67.69,2.0,1,2,0.114,1,North,Premium,Yes,,UPI,0
67,41,67.99,0.0,5,4,0.401,4,,Standard,Yes,Yes,NetBanking,1
58,41,52.65,0.0,4,2,0.135,0,,Basic,No,Yes,Card,0
23,40,45.45,4.0,3,4,0.29,1,South,Premium,No,No,Card,0
31,39,102.43,2.0,0,3,0.15,1,,Standard,Yes,Yes,UPI,0
52,11,80.06,1.0,4,1,0.034,1,South,Standard,No,Yes,Card,0
51,72,76.44,4.0,3,4,0.16,1,North,Basic,No,No,Card,0
67,3,71.53,0.0,1,4,0.106,0,West,Standard,Yes,Yes,Card,0
34,27,39.93,3.0,2,2,0.446,1,North,Premium,Yes,Yes,UPI,0
75,25,85.55,1.0,2,4,0.133,0,South,Basic,No,No,Card,0
45,35,43.14,,1,4,0.487,0,West,Basic,No,Yes,Card,0
69,91,65.67,1.0,5,5,0.246,0,East,Premium,No,Yes,Card,0
32,72,27.21,1.0,5,5,0.111,0,South,Basic,Yes,No,UPI,0
20,118,19.18,2.0,0,2,0.196,0,,Basic,No,No,Card,0
21,42,66.37,2.0,5,5,0.092,0,East,Basic,No,Yes,UPI,0
41,111,43.82,2.0,2,1,0.417,0,,Standard,Yes,No,NetBanking,0
77,6,20.22,1.0,4,2,0.06,1,North,Standard,No,,Card,0
21,61,70.81,,4,4,0.437,0,West,Basic,No,No,Card,0
40,96,102.4,2.0,3,3,0.023,0,South,Basic,Yes,Yes,Card,0
24,64,87.79,2.0,4,2,0.15,0,West,Standard,No,Yes,Cash,0
75,112,54.85,5.0,4,1,0.07,1,,Standard,Yes,No,UPI,0
59,38,60.18,4.0,5,4,0.343,0,North,Basic,No,Yes,NetBanking,0
65,4,77.75,1.0,2,5,0.256,0,West,Standard,No,No,NetBanking,0
62,93,82.44,4.0,4,4,0.47,1,West,Standard,Yes,Yes,Cash,0
58,9,53.13,0.0,5,3,0.183,0,North,Basic,No,No,NetBanking,0
65,92,60.68,1.0,5,4,0.02,0,North,Basic,Yes,,Card,0
18,88,,2.0,0,2,0.381,1,East,Premium,Yes,Yes,UPI,0
71,101,71.08,0.0,2,5,0.29,0,East,Premium,Yes,Yes,Cash,0
63,57,57.34,,3,1,0.414,1,South,Basic,No,Yes,UPI,0
63,107,57.6,0.0,3,3,0.213,0,North,Premium,No,Yes,UPI,0
42,21,,1.0,3,2,0.369,0,West,Standard,Yes,No,NetBanking,0
67,52,84.19,2.0,5,5,0.086,1,North,Premium,No,No,UPI,0
41,15,69.55,2.0,3,2,0.5,0,South,Premium,No,Yes,UPI,0
21,92,94.38,1.0,4,4,0.087,1,South,Standard,No,Yes,UPI,0
74,85,52.27,3.0,5,1,0.415,0,North,Standard,Yes,Yes,Card,0
32,96,92.46,1.0,0,1,0.106,0,East,Basic,No,No,Card,0
24,91,70.85,1.0,3,3,0.391,0,,Standard,No,No,UPI,0
56,37,125.42,1.0,2,4,0.431,0,East,Basic,Yes,Yes,Cash,0
32,9,,3.0,5,2,0.438,0,South,Standard,No,Yes,NetBanking,0
71,111,46.21,0.0,3,4,0.238,1,North,Basic,No,Yes,Card,0
45,59,68.38,1.0,3,3,0.214,1,West,Standard,No,,NetBanking,0
18,12,67.94,,4,5,0.417,0,East,Premium,No,Yes,Card,0
77,111,99.0,2.0,1,2,0.29,1,South,Basic,No,Yes,UPI,0
49,119,46.63,1.0,3,2,0.311,0,North,Standard,No,No,NetBanking,0
34,54,78.1,0.0,4,5,0.118,0,East,Standard,No,Yes,Cash,0
59,92,83.25,2.0,4,2,0.223,0,West,Standard,Yes,Yes,UPI,0
50,5,74.09,2.0,1,2,0.185,0,East,Premium,No,Yes,UPI,0
19,12,40.78,2.0,5,5,0.333,0,West,Standard,No,Yes,Card,0
65,33,88.16,1.0,0,5,0.098,1,North,Basic,No,,UPI,1
42,79,84.59,0.0,1,1,0.203,0,West,Standard,No,No,Card,0
61,16,71.99,0.0,5,5,0.424,0,North,Standard,No,Yes,Card,0
73,5,64.09,1.0,3,4,0.273,0,South,Basic,No,,NetBanking,0
55,80,64.52,2.0,3,2,0.448,0,East,Standard,No,No,Card,0
59,92,58.43,2.0,3,3,0.116,0,North,Standard,No,No,UPI,0
33,88,72.82,,5,2,0.22,0,South,Basic,No,No,Card,0
32,96,60.62,2.0,1,1,0.25,0,North,Basic,No,Yes,Card,0
43,96,43.03,3.0,1,1,0.2,1,East,Basic,No,Yes,Card,0
70,72,39.03,,2,1,0.342,0,West,Basic,No,Yes,Card,0
50,62,44.96,3.0,5,3,0.074,2,East,Standard,Yes,Yes,Card,0
39,102,64.44,5.0,3,5,0.26,0,,Basic,No,No,UPI,0
66,42,59.46,3.0,4,3,0.069,1,South,Standard,Yes,Yes,UPI,0
70,12,64.31,1.0,4,1,0.315,0,West,Premium,No,Yes,Card,0
73,90,70.02,1.0,5,3,0.415,1,East,Standard,No,Yes,NetBanking,0
36,33,47.45,1.0,2,4,0.01,2,,Standard,Yes,Yes,UPI,0
61,117,89.31,2.0,2,5,0.228,0,North,Premium,Yes,No,UPI,0
54,50,54.65,,0,4,0.246,1,North,Basic,Yes,Yes,UPI,0
45,102,51.33,0.0,0,2,0.36,0,South,Basic,No,Yes,UPI,0
42,6,69.65,3.0,2,4,0.037,0,East,Basic,No,No,Card,0
25,79,23.27,4.0,4,1,0.203,2,,Basic,No,Yes,Card,0
35,54,44.19,3.0,5,3,0.393,1,West,Basic,Yes,Yes,Card,0
52,56,79.62,2.0,2,3,0.266,0,South,Standard,Yes,Yes,UPI,0
72,32,25.25,1.0,3,1,0.375,0,South,Standard,Yes,Yes,Card,0
71,116,82.35,2.0,4,1,0.182,0,West,Basic,No,Yes,Cash,0
29,47,90.22,1.0,1,5,0.46,1,South,Basic,Yes,Yes,Card,0
60,102,52.61,3.0,0,2,0.039,0,East,Basic,No,Yes,Card,0
23,51,,3.0,5,1,0.046,0,East,,No,No,Card,0
59,6,82.38,0.0,3,3,0.264,0,North,Basic,No,No,NetBanking,0
39,105,50.66,1.0,0,2,0.235,0,South,Basic,No,Yes,UPI,0
45,23,77.36,,1,5,0.319,0,South,Basic,No,Yes,UPI,0
62,33,46.58,3.0,1,5,0.115,0,East,Standard,Yes,Yes,UPI,0
44,103,50.45,0.0,1,5,0.113,1,South,Basic,No,Yes,Card,0
68,107,,2.0,2,2,0.375,1,North,,No,Yes,UPI,0
51,110,66.85,1.0,4,5,0.146,0,North,,Yes,Yes,NetBanking,0
79,51,83.16,2.0,4,2,0.364,1,West,Standard,No,Yes,UPI,0
57,91,56.32,3.0,5,2,0.32,0,West,Basic,Yes,Yes,Card,0
36,40,34.58,1.0,5,5,0.042,0,West,Standard,Yes,Yes,UPI,0
66,89,38.35,,1,4,0.356,0,West,Basic,No,No,UPI,0
43,60,67.89,2.0,0,1,0.44,0,North,Standard,No,Yes,NetBanking,0
51,7,96.88,3.0,0,5,0.408,2,North,,Yes,No,Card,0
26,50,67.87,0.0,4,1,0.004,2,South,,No,Yes,NetBanking,0
25,56,52.26,0.0,2,4,0.27,0,East,,Yes,Yes,NetBanking,0
53,31,75.32,3.0,4,3,0.457,1,East,Standard,No,No,Card,0
29,45,55.21,1.0,2,1,0.299,1,North,Standard,Yes,Yes,UPI,0
79,60,52.43,2.0,5,4,0.145,0,West,Basic,Yes,No,Card,0
71,6,40.83,2.0,3,4,0.097,1,South,Standard,No,Yes,Card,0
61,19,88.17,1.0,5,5,0.342,1,East,Basic,No,Yes,UPI,0
63,92,9.22,0.0,1,4,0.386,0,West,Premium,No,Yes,Card,0
54,42,75.96,0.0,4,4,0.456,0,East,Standard,Yes,Yes,Card,0
21,73,50.73,2.0,3,5,0.453,1,West,Basic,Yes,No,UPI,0
42,68,51.79,2.0,1,5,0.17,0,East,Basic,No,Yes,Cash,0
48,66,93.85,3.0,1,3,0.302,0,West,,Yes,Yes,Card,0
74,50,45.72,1.0,1,1,0.051,1,West,Standard,No,,Card,0
31,58,46.4,4.0,0,2,0.047,1,South,,Yes,Yes,Card,0
48,99,57.39,3.0,5,4,0.036,1,South,Basic,Yes,,Card,0
39,115,68.28,0.0,1,1,0.464,0,West,Standard,Yes,Yes,NetBanking,0
26,31,51.16,0.0,3,1,0.076,0,East,Basic,Yes,No,UPI,0
24,80,28.52,0.0,3,2,0.241,0,East,Basic,No,No,UPI,0
40,116,42.69,1.0,3,5,0.217,0,South,Standard,No,Yes,Card,0
23,1,,3.0,3,2,0.162,1,North,Standard,No,No,Cash,0
22,94,61.5,2.0,5,5,0.269,0,South,Standard,Yes,No,UPI,0
39,60,69.02,0.0,5,5,0.001,1,West,Basic,No,Yes,NetBanking,0
30,116,54.77,1.0,5,2,0.19,0,South,Standard,No,No,UPI,0
52,69,46.81,2.0,2,2,0.24,2,South,Standard,Yes,Yes,NetBanking,0
19,100,93.55,1.0,4,5,0.402,0,North,Basic,Yes,Yes,UPI,0
36,20,56.24,3.0,1,4,0.35,0,South,Premium,Yes,No,NetBanking,0
46,17,51.13,0.0,5,4,0.425,0,South,Basic,Yes,Yes,Card,0
77,111,81.92,2.0,1,5,0.188,1,East,Basic,No,No,UPI,0
57,63,45.55,1.0,0,1,0.07,0,North,Premium,Yes,No,UPI,0
72,67,48.11,2.0,4,2,0.201,0,North,Basic,No,No,UPI,0
39,21,60.2,1.0,4,4,0.482,1,North,Premium,No,Yes,UPI,0
45,27,60.01,3.0,0,1,0.107,0,,Basic,No,Yes,Card,0
44,98,65.19,3.0,5,5,0.087,0,West,Basic,Yes,Yes,NetBanking,0
73,37,101.83,1.0,0,3,0.472,0,West,Basic,No,Yes,UPI,1
77,70,66.72,3.0,0,2,0.475,0,West,Basic,No,No,Card,1
77,38,12.44,1.0,5,2,0.075,1,West,Premium,No,,UPI,0
64,32,66.53,3.0,1,1,0.385,1,North,Premium,Yes,Yes,UPI,0
49,20,60.76,1.0,1,3,0.215,1,West,Standard,Yes,No,Card,0
51,111,60.87,1.0,4,5,0.246,0,South,Basic,No,Yes,Card,0
78,112,64.92,0.0,3,1,0.249,0,West,Standard,Yes,,UPI,0
35,14,59.43,0.0,3,3,0.484,1,East,Basic,Yes,Yes,NetBanking,0
39,43,58.95,2.0,5,4,0.092,0,,Basic,No,Yes,Card,0
73,68,72.26,2.0,0,3,0.387,3,,Basic,No,Yes,Card,0
41,46,49.16,0.0,5,4,0.003,2,North,Basic,No,,UPI,0
32,86,41.05,3.0,1,4,0.314,0,South,Basic,Yes,No,Card,0
52,31,120.48,1.0,3,5,0.326,1,South,Standard,Yes,Yes,NetBanking,0
38,8,,1.0,1,4,0.377,0,West,Basic,Yes,Yes,UPI,0
73,41,62.0,2.0,1,4,0.463,1,North,Basic,No,No,NetBanking,0
74,72,30.09,,1,2,0.377,0,East,Basic,No,Yes,Card,0
36,22,62.33,1.0,3,1,0.366,0,East,Standard,No,Yes,Card,0
50,98,41.34,1.0,5,1,0.127,0,North,,No,Yes,UPI,0
79,2,51.15,0.0,0,1,0.496,0,South,Basic,No,No,Card,1
64,9,80.9,1.0,3,5,0.234,0,South,Premium,Yes,No,Card,0
31,61,69.44,1.0,5,1,0.209,0,South,Standard,No,Yes,Card,0
54,61,,3.0,4,3,0.251,0,North,Basic,No,Yes,UPI,0
56,36,24.58,1.0,5,4,0.197,0,North,Basic,No,No,Card,0
58,31,96.74,1.0,0,4,0.297,1,South,Premium,No,No,Card,0
19,9,36.16,3.0,2,1,0.175,0,West,Basic,No,Yes,Card,0
36,79,90.57,0.0,2,5,0.12,0,West,Basic,No,No,UPI,0
70,46,80.43,2.0,3,3,0.464,0,North,Standard,Yes,Yes,Card,0
32,15,71.55,1.0,1,1,0.464,0,East,Basic,No,Yes,UPI,0
36,48,42.9,2.0,1,1,0.248,1,West,Standard,No,No,UPI,0
37,112,63.03,,5,5,0.481,0,,Standard,No,No,UPI,0
28,32,50.58,3.0,1,5,0.208,0,North,Standard,No,,NetBanking,0
27,107,60.58,0.0,5,4,0.194,0,North,Standard,No,No,Cash,0
39,31,55.0,1.0,0,2,0.458,2,North,Standard,No,Yes,Card,0
72,23,19.23,0.0,2,5,0.316,0,West,Basic,No,No,Card,0
18,32,82.44,2.0,3,2,0.381,0,West,Premium,Yes,Yes,UPI,0
35,39,58.38,5.0,5,2,0.206,0,East,Basic,No,No,UPI,0
21,15,50.3,3.0,4,4,0.204,0,South,Basic,No,Yes,Card,0
52,70,48.79,2.0,0,2,0.042,1,West,Premium,No,Yes,Cash,0
33,40,67.17,1.0,4,3,0.483,0,North,Premium,No,No,NetBanking,0
67,86,42.12,3.0,1,4,0.114,1,North,Standard,No,Yes,NetBanking,0
54,59,14.9,1.0,5,1,0.247,0,North,Standard,No,,Card,0
66,53,68.14,1.0,4,5,0.057,1,West,Basic,Yes,No,UPI,0
57,57,,2.0,1,1,0.323,0,East,Standard,No,Yes,Card,0
